groupins for DFSP,Sex,"Race and origin recode (NHW, NHB, NHAIAN, NHAPI, Hispanic)",Year of diagnosis sebaceous carcinoma,SEER registry,Age-Adjusted Rate,Standard Error,Lower Confidence Interval,Upper Confidence Interval,Count,Rate Ratio,Ratio Lower Confidence Interval,Ratio Upper Confidence Interval,Ratio P-Value,Population
60-69,Male and female,Non-Hispanic White,2000-2021,Greater Georgia,0.5,0.07,0.37,0.66,48, , , , ,9578941
60-69,Male and female,Non-Hispanic Black,2000-2021,San Francisco-Oakland SMSA,0.12,0.12,0,0.71,1, , , , ,766709
60-69,Male and female,Non-Hispanic Black,2000-2021,Connecticut,0.35,0.25,0.04,1.25,2, , , , ,585458
60-69,Male and female,Non-Hispanic Black,2000-2021,Hawaii,0,~,0,12.79,0, , , , ,29565
60-69,Male and female,Non-Hispanic Black,2000-2021,Iowa,0,~,0,3.75,0, , , , ,101216
60-69,Male and female,Non-Hispanic Black,2000-2021,New Mexico,0,~,0,5.16,0, , , , ,72249
60-69,Male and female,Non-Hispanic Black,2000-2021,Seattle (Puget Sound),0.27,0.27,0.01,1.61,1, , , , ,334254
60-69,Male and female,Non-Hispanic Black,2000-2021,Utah,0,~,0,13.8,0, , , , ,28534
60-69,Male and female,Non-Hispanic Black,2000-2021,Atlanta (Metropolitan),0.16,0.09,0.03,0.47,3, , , , ,1968342
60-69,Male and female,Non-Hispanic Black,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
60-69,Male and female,Non-Hispanic Black,2000-2021,San Jose-Monterey,0,~,0,3.41,0, , , , ,111301
60-69,Male and female,Non-Hispanic Black,2000-2021,Los Angeles,0.3,0.13,0.1,0.69,5, , , , ,1729122
60-69,Male and female,Non-Hispanic Black,2000-2021,Rural Georgia,0,~,0,3.59,0, , , , ,103657
60-69,Male and female,Non-Hispanic Black,2000-2021,California excluding SF/SJM/LA,0.39,0.16,0.14,0.84,6, , , , ,1652960
60-69,Male and female,Non-Hispanic Black,2000-2021,Kentucky,0,~,0,0.65,0, , , , ,573203
60-69,Male and female,Non-Hispanic Black,2000-2021,Louisiana,0.2,0.09,0.06,0.46,5, , , , ,2534236
60-69,Male and female,Non-Hispanic Black,2000-2021,New Jersey,0.24,0.11,0.08,0.56,5, , , , ,2129961
60-69,Male and female,Non-Hispanic Black,2000-2021,Greater Georgia,0.15,0.07,0.04,0.38,4, , , , ,2641129
60-69,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,San Francisco-Oakland SMSA,0,~,0,11.94,0, , , , ,31525
60-69,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Connecticut,0,~,0,25.17,0, , , , ,15053
60-69,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Hawaii,0,~,0,55.92,0, , , , ,6832
60-69,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Iowa,9.18,9.18,0.23,47.99,1, , , , ,13021
60-69,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,New Mexico,1.07,0.62,0.22,3.16,3, , , , ,275614
60-69,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Seattle (Puget Sound),0.99,0.99,0.02,5.26,1, , , , ,113596
60-69,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Utah,0,~,0,11.12,0, , , , ,34183
60-69,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Atlanta (Metropolitan),0,~,0,30.07,0, , , , ,12501
60-69,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Alaska Natives,0,~,0,2.31,0, , , , ,162184
60-69,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,San Jose-Monterey,0,~,0,19.73,0, , , , ,19394
60-69,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Los Angeles,0,~,0,6.16,0, , , , ,60869
60-69,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Rural Georgia,0,~,0,455.99,0, , , , ,910
60-69,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,California excluding SF/SJM/LA,0.29,0.29,0.01,1.68,1, , , , ,322188
60-69,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Kentucky,0,~,0,17.81,0, , , , ,21010
60-69,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Louisiana,0,~,0,6.88,0, , , , ,54562
60-69,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,New Jersey,0,~,0,11.21,0, , , , ,33245
60-69,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Greater Georgia,0,~,0,10.12,0, , , , ,37226
60-69,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,San Francisco-Oakland SMSA,0.31,0.12,0.12,0.63,7, , , , ,2323130
60-69,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Connecticut,0,~,0,1.93,0, , , , ,194889
60-69,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Hawaii,1.03,0.22,0.64,1.57,21, , , , ,2058570
60-69,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Iowa,0,~,0,5.61,0, , , , ,67252
60-69,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,New Mexico,1.63,1.63,0.04,9.49,1, , , , ,57218
60-69,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Seattle (Puget Sound),0.21,0.15,0.03,0.78,2, , , , ,889828
60-69,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Utah,0,~,0,3.37,0, , , , ,111692
60-69,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Atlanta (Metropolitan),0.54,0.38,0.07,2.02,2, , , , ,340138
60-69,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
60-69,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,San Jose-Monterey,0.38,0.19,0.1,0.96,4, , , , ,1119573
60-69,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Los Angeles,0.29,0.1,0.13,0.54,9, , , , ,3157893
60-69,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Rural Georgia,0,~,0,366.98,0, , , , ,1077
60-69,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,California excluding SF/SJM/LA,0.28,0.08,0.14,0.5,11, , , , ,3943088
60-69,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Kentucky,0,~,0,5.17,0, , , , ,72324
60-69,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Louisiana,0,~,0,2.98,0, , , , ,126236
60-69,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,New Jersey,0.08,0.08,0,0.45,1, , , , ,1310523
60-69,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Greater Georgia,0,~,0,2.1,0, , , , ,177831
60-69,Male and female,Hispanic (All Races),2000-2021,San Francisco-Oakland SMSA,1.06,0.34,0.51,1.93,10, , , , ,1026779
60-69,Male and female,Hispanic (All Races),2000-2021,Connecticut,0.35,0.25,0.04,1.34,2, , , , ,509801
60-69,Male and female,Hispanic (All Races),2000-2021,Hawaii,1.67,1.18,0.2,6.04,2, , , , ,121472
60-69,Male and female,Hispanic (All Races),2000-2021,Iowa,0,~,0,3.68,0, , , , ,104246
60-69,Male and female,Hispanic (All Races),2000-2021,New Mexico,0.4,0.17,0.15,0.88,6, , , , ,1517151
60-69,Male and female,Hispanic (All Races),2000-2021,Seattle (Puget Sound),1.22,0.7,0.25,3.45,3, , , , ,292641
60-69,Male and female,Hispanic (All Races),2000-2021,Utah,0.85,0.6,0.1,2.97,2, , , , ,271722
60-69,Male and female,Hispanic (All Races),2000-2021,Atlanta (Metropolitan),0,~,0,1.56,0, , , , ,249786
60-69,Male and female,Hispanic (All Races),2000-2021,Alaska Natives,0,~,0,118.62,0, , , , ,3375
60-69,Male and female,Hispanic (All Races),2000-2021,San Jose-Monterey,0.11,0.11,0,0.65,1, , , , ,832268
60-69,Male and female,Hispanic (All Races),2000-2021,Los Angeles,0.57,0.1,0.39,0.81,32, , , , ,5534591
60-69,Male and female,Hispanic (All Races),2000-2021,Rural Georgia,0,~,0,114.8,0, , , , ,3350
60-69,Male and female,Hispanic (All Races),2000-2021,California excluding SF/SJM/LA,0.7,0.1,0.52,0.92,53, , , , ,7687761
60-69,Male and female,Hispanic (All Races),2000-2021,Kentucky,0,~,0,4.2,0, , , , ,90871
60-69,Male and female,Hispanic (All Races),2000-2021,Louisiana,0.94,0.66,0.11,3.3,2, , , , ,233748
60-69,Male and female,Hispanic (All Races),2000-2021,New Jersey,0.33,0.12,0.13,0.69,7, , , , ,2008693
60-69,Male and female,Hispanic (All Races),2000-2021,Greater Georgia,0,~,0,1.3,0, , , , ,292888
60-69,Male and female,Non-Hispanic Unknown Race,2000-2021,San Francisco-Oakland SMSA,~,~,~,~,4, , , , ,0
60-69,Male and female,Non-Hispanic Unknown Race,2000-2021,Connecticut,~,~,~,~,0, , , , ,0
60-69,Male and female,Non-Hispanic Unknown Race,2000-2021,Hawaii,~,~,~,~,1, , , , ,0
60-69,Male and female,Non-Hispanic Unknown Race,2000-2021,Iowa,~,~,~,~,2, , , , ,0
60-69,Male and female,Non-Hispanic Unknown Race,2000-2021,New Mexico,~,~,~,~,1, , , , ,0
60-69,Male and female,Non-Hispanic Unknown Race,2000-2021,Seattle (Puget Sound),~,~,~,~,4, , , , ,0
60-69,Male and female,Non-Hispanic Unknown Race,2000-2021,Utah,~,~,~,~,0, , , , ,0
60-69,Male and female,Non-Hispanic Unknown Race,2000-2021,Atlanta (Metropolitan),~,~,~,~,0, , , , ,0
60-69,Male and female,Non-Hispanic Unknown Race,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
60-69,Male and female,Non-Hispanic Unknown Race,2000-2021,San Jose-Monterey,~,~,~,~,1, , , , ,0
60-69,Male and female,Non-Hispanic Unknown Race,2000-2021,Los Angeles,~,~,~,~,9, , , , ,0
60-69,Male and female,Non-Hispanic Unknown Race,2000-2021,Rural Georgia,~,~,~,~,0, , , , ,0
60-69,Male and female,Non-Hispanic Unknown Race,2000-2021,California excluding SF/SJM/LA,~,~,~,~,35, , , , ,0
60-69,Male and female,Non-Hispanic Unknown Race,2000-2021,Kentucky,~,~,~,~,1, , , , ,0
60-69,Male and female,Non-Hispanic Unknown Race,2000-2021,Louisiana,~,~,~,~,0, , , , ,0
60-69,Male and female,Non-Hispanic Unknown Race,2000-2021,New Jersey,~,~,~,~,7, , , , ,0
60-69,Male and female,Non-Hispanic Unknown Race,2000-2021,Greater Georgia,~,~,~,~,1, , , , ,0
60-69,Male,Non-Hispanic White,2000-2021,San Francisco-Oakland SMSA,1.45,0.25,1.01,2.02,35, , , , ,2457637
60-69,Male,Non-Hispanic White,2000-2021,Connecticut,0.22,0.08,0.09,0.46,7, , , , ,3134379
60-69,Male,Non-Hispanic White,2000-2021,Hawaii,3.23,0.84,1.81,5.34,15, , , , ,462037
60-69,Male,Non-Hispanic White,2000-2021,Iowa,0.85,0.17,0.55,1.24,26, , , , ,3134326
60-69,Male,Non-Hispanic White,2000-2021,New Mexico,0.72,0.24,0.33,1.36,9, , , , ,1260493
60-69,Male,Non-Hispanic White,2000-2021,Seattle (Puget Sound),1.04,0.16,0.75,1.41,41, , , , ,3995381
60-69,Male,Non-Hispanic White,2000-2021,Utah,1.87,0.32,1.3,2.61,35, , , , ,1887794
60-69,Male,Non-Hispanic White,2000-2021,Atlanta (Metropolitan),1.08,0.27,0.62,1.76,16, , , , ,1533455
60-69,Male,Non-Hispanic White,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
60-69,Male,Non-Hispanic White,2000-2021,San Jose-Monterey,1.92,0.39,1.23,2.86,24, , , , ,1280954
60-69,Male,Non-Hispanic White,2000-2021,Los Angeles,1.59,0.21,1.2,2.07,56, , , , ,3541263
60-69,Male,Non-Hispanic White,2000-2021,Rural Georgia,0,~,0,3.22,0, , , , ,114595
60-69,Male,Non-Hispanic White,2000-2021,California excluding SF/SJM/LA,1.07,0.09,0.89,1.27,132, , , , ,12412036
60-69,Male,Non-Hispanic White,2000-2021,Kentucky,0.42,0.1,0.25,0.66,18, , , , ,4272173
60-69,Male,Non-Hispanic White,2000-2021,Louisiana,1.62,0.23,1.2,2.13,51, , , , ,3190192
60-69,Male,Non-Hispanic White,2000-2021,New Jersey,0.87,0.12,0.66,1.13,55, , , , ,6402356
60-69,Male,Non-Hispanic White,2000-2021,Greater Georgia,0.63,0.12,0.42,0.9,29, , , , ,4602869
60-69,Male,Non-Hispanic Black,2000-2021,San Francisco-Oakland SMSA,0.26,0.26,0.01,1.51,1, , , , ,356771
60-69,Male,Non-Hispanic Black,2000-2021,Connecticut,0.79,0.56,0.09,2.88,2, , , , ,256340
60-69,Male,Non-Hispanic Black,2000-2021,Hawaii,0,~,0,20.01,0, , , , ,18879
60-69,Male,Non-Hispanic Black,2000-2021,Iowa,0,~,0,7.58,0, , , , ,50973
60-69,Male,Non-Hispanic Black,2000-2021,New Mexico,0,~,0,9.33,0, , , , ,40115
60-69,Male,Non-Hispanic Black,2000-2021,Seattle (Puget Sound),0.5,0.5,0.01,3.06,1, , , , ,175131
60-69,Male,Non-Hispanic Black,2000-2021,Utah,0,~,0,23.9,0, , , , ,16874
60-69,Male,Non-Hispanic Black,2000-2021,Atlanta (Metropolitan),0.25,0.18,0.03,0.89,2, , , , ,833070
60-69,Male,Non-Hispanic Black,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
60-69,Male,Non-Hispanic Black,2000-2021,San Jose-Monterey,0,~,0,6.53,0, , , , ,58908
60-69,Male,Non-Hispanic Black,2000-2021,Los Angeles,0.53,0.26,0.14,1.35,4, , , , ,768308
60-69,Male,Non-Hispanic Black,2000-2021,Rural Georgia,0,~,0,8.1,0, , , , ,46169
60-69,Male,Non-Hispanic Black,2000-2021,California excluding SF/SJM/LA,0.54,0.27,0.15,1.37,4, , , , ,797965
60-69,Male,Non-Hispanic Black,2000-2021,Kentucky,0,~,0,1.45,0, , , , ,261125
60-69,Male,Non-Hispanic Black,2000-2021,Louisiana,0.16,0.12,0.02,0.61,2, , , , ,1130160
60-69,Male,Non-Hispanic Black,2000-2021,New Jersey,0.32,0.19,0.07,0.95,3, , , , ,912601
60-69,Male,Non-Hispanic Black,2000-2021,Greater Georgia,0.25,0.15,0.05,0.74,3, , , , ,1175948
60-69,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,San Francisco-Oakland SMSA,0,~,0,25.13,0, , , , ,15065
60-69,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Connecticut,0,~,0,51.41,0, , , , ,7400
60-69,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Hawaii,0,~,0,109.15,0, , , , ,3485
60-69,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Iowa,20.93,20.93,0.53,108.79,1, , , , ,5837
60-69,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,New Mexico,0.76,0.76,0.02,4.46,1, , , , ,121349
60-69,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Seattle (Puget Sound),2.12,2.12,0.05,11.26,1, , , , ,53489
60-69,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Utah,0,~,0,24.09,0, , , , ,15780
60-69,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Atlanta (Metropolitan),0,~,0,63.58,0, , , , ,5921
60-69,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Alaska Natives,0,~,0,4.79,0, , , , ,78533
60-69,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,San Jose-Monterey,0,~,0,41.56,0, , , , ,9200
60-69,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Los Angeles,0,~,0,13.31,0, , , , ,28131
60-69,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Rural Georgia,0,~,0,1062.66,0, , , , ,375
60-69,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,California excluding SF/SJM/LA,0,~,0,2.46,0, , , , ,152238
60-69,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Kentucky,0,~,0,34.55,0, , , , ,10788
60-69,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Louisiana,0,~,0,14.15,0, , , , ,26464
60-69,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,New Jersey,0,~,0,24.04,0, , , , ,15522
60-69,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Greater Georgia,0,~,0,19.5,0, , , , ,19246
60-69,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,San Francisco-Oakland SMSA,0.49,0.22,0.16,1.15,5, , , , ,1051426
60-69,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Connecticut,0,~,0,4.11,0, , , , ,91535
60-69,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Hawaii,1.58,0.41,0.88,2.6,15, , , , ,963731
60-69,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Iowa,0,~,0,12.5,0, , , , ,30210
60-69,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,New Mexico,0,~,0,16.3,0, , , , ,22957
60-69,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Seattle (Puget Sound),0,~,0,0.98,0, , , , ,382098
60-69,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Utah,0,~,0,7.42,0, , , , ,50790
60-69,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Atlanta (Metropolitan),0.56,0.56,0.01,3.32,1, , , , ,162244
60-69,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
60-69,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,San Jose-Monterey,0.42,0.3,0.05,1.49,2, , , , ,512746
60-69,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Los Angeles,0.57,0.2,0.24,1.12,8, , , , ,1421155
60-69,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Rural Georgia,0,~,0,825.46,0, , , , ,481
60-69,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,California excluding SF/SJM/LA,0.45,0.16,0.19,0.88,8, , , , ,1773468
60-69,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Kentucky,0,~,0,12.12,0, , , , ,31100
60-69,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Louisiana,0,~,0,6.42,0, , , , ,58729
60-69,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,New Jersey,0,~,0,0.6,0, , , , ,626341
60-69,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Greater Georgia,0,~,0,5.03,0, , , , ,74412
60-69,Male,Hispanic (All Races),2000-2021,San Francisco-Oakland SMSA,1.4,0.57,0.51,3.03,6, , , , ,478450
60-69,Male,Hispanic (All Races),2000-2021,Connecticut,0,~,0,1.63,0, , , , ,233621
60-69,Male,Hispanic (All Races),2000-2021,Hawaii,3.5,2.49,0.42,12.69,2, , , , ,57949
60-69,Male,Hispanic (All Races),2000-2021,Iowa,0,~,0,7.15,0, , , , ,53855
60-69,Male,Hispanic (All Races),2000-2021,New Mexico,0.43,0.25,0.09,1.24,3, , , , ,722966
60-69,Male,Hispanic (All Races),2000-2021,Seattle (Puget Sound),1.68,1.19,0.2,5.82,2, , , , ,143776
60-69,Male,Hispanic (All Races),2000-2021,Utah,1.77,1.25,0.21,6.17,2, , , , ,132033
60-69,Male,Hispanic (All Races),2000-2021,Atlanta (Metropolitan),0,~,0,3.21,0, , , , ,122062
60-69,Male,Hispanic (All Races),2000-2021,Alaska Natives,0,~,0,209.12,0, , , , ,1862
60-69,Male,Hispanic (All Races),2000-2021,San Jose-Monterey,0,~,0,0.95,0, , , , ,399562
60-69,Male,Hispanic (All Races),2000-2021,Los Angeles,0.52,0.15,0.28,0.89,13, , , , ,2531047
60-69,Male,Hispanic (All Races),2000-2021,Rural Georgia,0,~,0,210.49,0, , , , ,1884
60-69,Male,Hispanic (All Races),2000-2021,California excluding SF/SJM/LA,0.92,0.16,0.63,1.29,33, , , , ,3663001
60-69,Male,Hispanic (All Races),2000-2021,Kentucky,0,~,0,8.01,0, , , , ,47979
60-69,Male,Hispanic (All Races),2000-2021,Louisiana,0.97,0.97,0.02,5.16,1, , , , ,115707
60-69,Male,Hispanic (All Races),2000-2021,New Jersey,0.51,0.23,0.16,1.21,5, , , , ,928748
60-69,Male,Hispanic (All Races),2000-2021,Greater Georgia,0,~,0,2.56,0, , , , ,150197
60-69,Male,Non-Hispanic Unknown Race,2000-2021,San Francisco-Oakland SMSA,~,~,~,~,2, , , , ,0
60-69,Male,Non-Hispanic Unknown Race,2000-2021,Connecticut,~,~,~,~,0, , , , ,0
60-69,Male,Non-Hispanic Unknown Race,2000-2021,Hawaii,~,~,~,~,0, , , , ,0
60-69,Male,Non-Hispanic Unknown Race,2000-2021,Iowa,~,~,~,~,2, , , , ,0
60-69,Male,Non-Hispanic Unknown Race,2000-2021,New Mexico,~,~,~,~,0, , , , ,0
60-69,Male,Non-Hispanic Unknown Race,2000-2021,Seattle (Puget Sound),~,~,~,~,3, , , , ,0
60-69,Male,Non-Hispanic Unknown Race,2000-2021,Utah,~,~,~,~,0, , , , ,0
60-69,Male,Non-Hispanic Unknown Race,2000-2021,Atlanta (Metropolitan),~,~,~,~,0, , , , ,0
60-69,Male,Non-Hispanic Unknown Race,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
60-69,Male,Non-Hispanic Unknown Race,2000-2021,San Jose-Monterey,~,~,~,~,1, , , , ,0
60-69,Male,Non-Hispanic Unknown Race,2000-2021,Los Angeles,~,~,~,~,9, , , , ,0
60-69,Male,Non-Hispanic Unknown Race,2000-2021,Rural Georgia,~,~,~,~,0, , , , ,0
60-69,Male,Non-Hispanic Unknown Race,2000-2021,California excluding SF/SJM/LA,~,~,~,~,28, , , , ,0
60-69,Male,Non-Hispanic Unknown Race,2000-2021,Kentucky,~,~,~,~,0, , , , ,0
60-69,Male,Non-Hispanic Unknown Race,2000-2021,Louisiana,~,~,~,~,0, , , , ,0
60-69,Male,Non-Hispanic Unknown Race,2000-2021,New Jersey,~,~,~,~,3, , , , ,0
60-69,Male,Non-Hispanic Unknown Race,2000-2021,Greater Georgia,~,~,~,~,1, , , , ,0
60-69,Female,Non-Hispanic White,2000-2021,San Francisco-Oakland SMSA,0.48,0.14,0.25,0.84,12, , , , ,2515966
60-69,Female,Non-Hispanic White,2000-2021,Connecticut,0.09,0.05,0.02,0.25,3, , , , ,3371218
60-69,Female,Non-Hispanic White,2000-2021,Hawaii,0.78,0.45,0.16,2.26,3, , , , ,402505
60-69,Female,Non-Hispanic White,2000-2021,Iowa,0.49,0.12,0.28,0.79,16, , , , ,3272745
60-69,Female,Non-Hispanic White,2000-2021,New Mexico,0.22,0.13,0.05,0.65,3, , , , ,1348628
60-69,Female,Non-Hispanic White,2000-2021,Seattle (Puget Sound),0.47,0.11,0.29,0.73,20, , , , ,4185189
60-69,Female,Non-Hispanic White,2000-2021,Utah,0.3,0.12,0.11,0.66,6, , , , ,1981312
60-69,Female,Non-Hispanic White,2000-2021,Atlanta (Metropolitan),0.48,0.17,0.21,0.95,8, , , , ,1647154
60-69,Female,Non-Hispanic White,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
60-69,Female,Non-Hispanic White,2000-2021,San Jose-Monterey,1.07,0.29,0.58,1.8,14, , , , ,1313532
60-69,Female,Non-Hispanic White,2000-2021,Los Angeles,0.47,0.11,0.27,0.75,17, , , , ,3614707
60-69,Female,Non-Hispanic White,2000-2021,Rural Georgia,0,~,0,3.14,0, , , , ,117322
60-69,Female,Non-Hispanic White,2000-2021,California excluding SF/SJM/LA,0.47,0.06,0.36,0.61,62, , , , ,13155223
60-69,Female,Non-Hispanic White,2000-2021,Kentucky,0.37,0.09,0.21,0.59,17, , , , ,4637477
60-69,Female,Non-Hispanic White,2000-2021,Louisiana,0.62,0.13,0.38,0.94,21, , , , ,3412697
60-69,Female,Non-Hispanic White,2000-2021,New Jersey,0.54,0.09,0.38,0.74,37, , , , ,6949788
60-69,Female,Non-Hispanic White,2000-2021,Greater Georgia,0.38,0.09,0.23,0.6,19, , , , ,4976072
60-69,Female,Non-Hispanic Black,2000-2021,San Francisco-Oakland SMSA,0,~,0,0.91,0, , , , ,409938
60-69,Female,Non-Hispanic Black,2000-2021,Connecticut,0,~,0,1.13,0, , , , ,329118
60-69,Female,Non-Hispanic Black,2000-2021,Hawaii,0,~,0,35.43,0, , , , ,10686
60-69,Female,Non-Hispanic Black,2000-2021,Iowa,0,~,0,7.47,0, , , , ,50243
60-69,Female,Non-Hispanic Black,2000-2021,New Mexico,0,~,0,11.56,0, , , , ,32134
60-69,Female,Non-Hispanic Black,2000-2021,Seattle (Puget Sound),0,~,0,2.38,0, , , , ,159123
60-69,Female,Non-Hispanic Black,2000-2021,Utah,0,~,0,32.84,0, , , , ,11660
60-69,Female,Non-Hispanic Black,2000-2021,Atlanta (Metropolitan),0.1,0.1,0,0.52,1, , , , ,1135272
60-69,Female,Non-Hispanic Black,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
60-69,Female,Non-Hispanic Black,2000-2021,San Jose-Monterey,0,~,0,7.16,0, , , , ,52393
60-69,Female,Non-Hispanic Black,2000-2021,Los Angeles,0.11,0.11,0,0.6,1, , , , ,960814
60-69,Female,Non-Hispanic Black,2000-2021,Rural Georgia,0,~,0,6.45,0, , , , ,57488
60-69,Female,Non-Hispanic Black,2000-2021,California excluding SF/SJM/LA,0.25,0.18,0.03,0.9,2, , , , ,854995
60-69,Female,Non-Hispanic Black,2000-2021,Kentucky,0,~,0,1.2,0, , , , ,312078
60-69,Female,Non-Hispanic Black,2000-2021,Louisiana,0.22,0.13,0.05,0.64,3, , , , ,1404076
60-69,Female,Non-Hispanic Black,2000-2021,New Jersey,0.18,0.12,0.02,0.62,2, , , , ,1217360
60-69,Female,Non-Hispanic Black,2000-2021,Greater Georgia,0.06,0.06,0,0.37,1, , , , ,1465181
60-69,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,San Francisco-Oakland SMSA,0,~,0,22.77,0, , , , ,16460
